housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
17,2259,383,1378,386,5.8733,287000
22,1055,204,682,216,6,191300
19,4261,678,2621,661,6.2427,288700
31,2906,578,1806,553,4.8448,194600
31,2377,600,2042,593,3.625,170400
25,3696,953,2827,860,3.3438,153300
30,2188,556,2727,525,2.7759,136800
30,2636,652,3412,649,2.8095,118300
20,6295,937,2292,874,7.6084,402500
29,3675,613,1457,591,6.0553,369400
30,2879,403,1109,414,6.9324,364700
25,5321,967,1969,903,5.0102,340100
26,3083,806,960,723,1.9074,68500
26,2013,551,664,510,2.2708,67500
27,529,159,193,155,2.0952,71300
26,996,364,366,313,1.2813,46700
26,1967,577,692,538,1.6111,54300
25,1995,637,743,597,1.4617,46900
14,2021,396,696,367,7.1673,340700
34,1218,285,797,248,2.4348,104800
6,4558,804,1543,563,2.8548,138500
4,23386,4171,10493,3671,4.0211,144000
31,1537,416,1239,397,1.9722,99200
4,9761,1683,4970,1535,4.5266,142900
34,3113,409,1139,418,10.2289,500001
36,2875,552,1131,458,4.3083,269300
45,2199,358,942,353,5.0393,321100
49,1467,259,688,260,4.3452,260100
46,271,74,150,55,2.2321,237500
45,1345,356,749,327,2.8007,210900
40,3092,549,1457,536,5.3377,373800
45,2966,415,1231,409,7.8347,500001
38,2638,432,1284,433,5.4536,342700
45,1883,275,764,289,6.5078,414800
36,2966,527,1231,482,4.6442,316800
40,1904,393,1183,364,3.6696,210400
27,6010,1532,3620,1445,2.7436,201700
40,855,208,745,222,3.0125,224000
36,1068,246,949,250,2.3462,188500
42,1003,236,769,231,3.1607,218300
34,1513,384,986,336,2.6901,235600
33,1430,344,1165,328,3.0357,206000
45,593,133,481,128,2.5938,199300
38,1036,226,1058,235,3.2578,184200
31,1054,252,1032,258,2.3424,188500
26,794,182,709,170,3.175,170800
38,3230,840,3485,827,2.629,171600
31,1146,289,1163,258,2.2083,185600
22,1764,357,1379,363,3.5357,199000
24,1543,257,824,271,6.4385,272600
18,5580,1369,3842,1276,3.6512,168500
33,4853,1105,2855,1006,3.2622,208600
28,1984,313,1099,343,4.5526,250200
42,897,229,1094,238,2.0729,114100
36,1465,363,1538,342,3.5469,150600
31,1108,238,1151,229,4.3333,149500
36,1722,353,1174,335,3.045,160600
35,1580,331,1290,338,4.1458,162500
34,1369,270,1005,272,3.692,172600
39,936,194,691,211,3.6875,169500
37,1226,255,1068,271,3.1607,172200
39,1473,297,1108,294,4.1389,166000
35,2664,541,2033,491,3.7326,164300
36,3271,603,2593,616,3.3621,169700
36,1116,229,719,233,3.425,163200
20,1911,472,1407,465,2.7647,163000
36,1991,396,1306,403,4.5,166600
32,1083,206,737,218,3.5583,170800
36,2762,472,1576,493,4.0846,183400
33,1976,404,1379,395,3.8542,175400
37,1950,356,1183,338,4.1449,175300
36,1585,323,1205,343,4.5306,183400
36,2381,419,1669,444,4.6976,171100
36,1226,211,711,219,4.5699,170800
35,1994,419,1491,428,3.7383,166200
33,879,181,547,169,5.3146,168600
31,1983,419,1157,390,3.5455,168300
36,1442,271,990,268,4.0517,162200
34,1582,343,1356,324,3.4211,141100
14,2369,604,1546,464,3.7969,159400
36,1215,279,862,285,3.7604,158700
33,3326,720,2533,689,3.1441,176300
27,3399,882,2465,811,3.099,166600
27,3119,635,1887,567,3.8654,195300
19,8120,1371,5026,1345,6.3093,286500
27,1594,295,1061,320,4.7917,217700
23,4412,910,2380,825,4.54,213100
36,2734,448,1308,441,5.9265,227300
36,2219,393,1042,396,5.2299,239800
36,1878,323,846,325,7.1937,254400
36,1371,250,666,257,5.0795,243300
36,1724,322,838,328,4.4831,253900
36,4210,657,1911,631,5.8491,247300
31,4231,617,1694,623,6.6312,360100
26,2146,298,852,296,6.6137,342700
27,2301,640,847,627,1.7208,67500
26,5359,1508,1829,1393,1.7675,61300
26,1388,409,515,392,1.8015,62000
32,6239,974,2615,950,6.6188,380000
44,1671,390,871,367,4.6369,422200
19,1397,271,491,197,8.7397,500001
13,4770,969,2261,972,5.883,295100
16,3914,819,1524,795,2.415,137500
5,10356,1647,4562,1427,4.9806,141100
32,1489,306,774,267,3.275,103500
29,2843,603,1517,573,2.6658,106900
7,20377,4335,11973,3933,3.3086,138100
47,2168,352,902,361,5.894,300900
39,2321,336,880,339,7.7108,450000
46,1774,315,753,330,4.7241,279600
44,4505,894,2296,899,3.4811,300500
32,978,227,543,211,3.0096,199000
14,1442,369,782,343,2.7431,177500
45,3066,659,1287,625,3.5804,324400
44,1917,265,754,257,12.4237,500001
50,1835,231,636,211,11.6471,500001
49,3783,579,1601,539,6.3013,500001
49,3367,523,1317,495,6.706,351400
52,1788,313,792,294,3.75,280000
34,2578,645,1628,617,2.34,210900
29,1937,448,1352,433,3.81,234600
46,2822,525,1434,520,3.8906,238300
44,2352,484,1517,463,4.2833,258000
42,1460,289,829,273,4.875,227300
37,2894,659,1977,636,2.543,208100
24,4510,1296,3985,1240,2.6884,204600
21,1349,352,1188,330,2.5,182100
36,3661,956,3816,931,2.5104,185000
33,3437,1081,3817,1042,2.25,203700
29,1179,313,1255,308,2.5964,176800
36,1463,369,1492,366,3.25,179200
31,2852,740,3100,725,2.9524,178800
31,3559,734,2975,715,3.756,183300
26,1495,328,1296,304,2.913,152300
37,1022,232,653,238,3.0625,189400
33,1143,172,508,174,4.9107,279900
42,1436,298,1005,298,3.4297,195800
23,1724,576,1336,542,1.3365,183300
32,2122,591,1929,539,2.7311,169300
36,1529,290,1271,287,3.6875,175200
35,1326,272,933,267,3.4306,162500
31,965,217,599,206,2.7202,190300
34,1357,310,1042,287,3.4083,156700
40,1743,328,981,291,3.6667,173100
38,1657,335,1195,309,4.1711,160100
36,2013,435,1476,475,3.9549,192100
36,1184,240,946,232,4.0357,162500
34,3635,781,2171,720,3.7308,196900
27,1666,365,995,354,4.5694,204300
34,1947,284,841,277,6.1814,453600
33,639,129,460,118,3.1607,189000
36,1124,217,707,234,4.375,174500
35,1622,302,845,284,4.5769,186100
33,1474,325,1205,335,3.1397,166800
35,2017,383,1388,386,4.0774,171600
40,513,100,399,99,4.875,167600
36,726,145,490,130,3.6389,167600
36,1080,201,719,201,4.2679,175800
35,1592,335,1238,320,4.9732,165000
43,1237,243,776,246,4.325,166000
40,1880,377,1229,378,4.4167,174600
37,796,175,740,183,3.6,156400
37,1061,202,768,206,4.75,161900
35,1151,248,809,246,4.7813,160000
36,769,142,498,137,4.7159,182100
35,994,203,602,185,3.5865,178000
34,2242,436,1483,443,4.4934,185600
18,8046,1221,4276,1228,6.5515,319600
21,3052,624,1588,568,4.3397,268100
36,1473,253,713,257,5.9493,228000
28,2825,470,1352,469,5.2639,242000
19,993,174,572,175,5.7039,277600
36,690,109,316,104,3.7813,209100
36,1915,316,850,319,4.7222,225800
36,1557,270,697,251,4.5417,219600
35,1790,269,924,263,5.296,226200
37,2059,349,825,334,4.0603,225200
36,1408,250,702,251,4.875,222500
36,2422,420,1193,421,4.8462,225700
36,1946,346,871,336,5.2155,254800
36,1930,354,915,328,5.2713,244400
36,856,146,451,164,5.1993,246000
36,1962,325,786,315,5.62,239600
37,1814,329,850,328,5.0574,240800
36,3359,596,1522,565,5.1805,249400
35,2370,379,996,380,5.7368,287200
35,4466,740,2134,743,5.7389,251800
37,997,262,531,282,4.7773,400000
33,2119,524,872,465,4.537,495500
32,2035,520,934,512,4.2287,500001
31,1310,342,563,310,4.6528,457100
50,1430,186,620,201,9.532,483300
52,3571,510,1434,490,5.9009,376000
50,3374,598,1484,569,4.99,261600
46,2837,592,1453,549,3.1115,234600
52,3158,459,1229,444,5.4223,325600
52,2489,437,1101,438,4.2065,320300
40,1950,509,1038,438,2.6172,196100
26,2193,558,1186,559,3.6474,184100
52,2401,332,810,308,6.0948,358700
44,3298,615,1417,643,4.1324,434800
52,2954,371,1152,347,11.5609,500001
50,2131,294,753,284,6.7099,352200
49,2812,478,1329,490,5.2503,292900
44,2012,435,1454,456,3.3229,226600
20,3090,802,2109,738,3.3801,192500
45,1106,226,779,205,4.5446,244800
42,3172,644,1829,642,3.3966,243200
30,2350,472,945,467,3.3421,201000
46,1130,229,698,209,5.2719,244400
19,3215,907,3072,870,2.3393,202300
32,1273,344,1148,368,2.1061,214700
30,1547,436,1700,410,2.5488,187500
18,2609,721,2221,703,2.3224,192300
16,2416,565,1750,514,2.8229,163700
14,2628,668,2208,574,2.9764,160300
23,3436,565,1729,529,5.9941,266700
28,3913,696,2264,697,5.2446,258000
40,1727,309,932,313,3.95,210200
43,1539,386,1122,377,2.4605,196000
41,815,252,775,231,2.2847,190000
22,1141,332,1189,321,2.2042,162500
38,2573,484,1568,459,3.0208,193700
24,2403,590,2103,547,2.7292,193800
36,446,108,410,117,3.3942,147200
33,2125,500,1672,476,3.6397,166600
29,2784,582,1278,550,4.3882,261600
36,2049,334,1105,363,4.8036,261300
34,2319,334,941,356,6.4319,452300
34,1723,279,617,252,6.7501,400000
37,1434,262,786,256,4.4375,244900
36,1949,319,909,325,5.1587,296600
32,2098,378,1036,385,5.0258,255400
35,2670,493,1196,488,3.8427,283500
17,1205,347,736,342,3.2011,162500
34,1414,263,983,264,4.1767,156600
32,1016,190,729,177,4.3,151300
36,1088,231,617,211,3.8824,193100
29,889,166,597,163,4.9609,186700
22,1981,472,1231,457,4.0878,153700
36,1347,278,748,278,5.1423,183100
35,2604,495,1465,470,4.4896,184600
35,1323,269,1084,240,5.0753,178000
26,4173,893,2471,863,3.5052,196000
35,1139,197,772,233,4.375,204700
35,1623,304,868,272,3.5893,276000
19,3203,708,1761,667,4.0911,239700
33,1379,254,795,297,4.6713,231800
35,1255,252,685,279,4.2,226900
36,887,163,482,157,4.125,219500
36,2418,389,1138,387,4.8393,216300
37,1588,272,692,245,4.8594,220300
36,1756,297,798,287,5.5581,218300
36,1523,263,717,278,4.875,218900
36,1463,257,722,260,4.8438,226300
36,1074,188,496,196,4.625,217400
37,1249,202,517,189,4.4196,223100
36,1784,303,964,299,4.2703,220900
36,1726,287,820,288,5.5767,218100
36,1462,233,664,220,5.1171,225300
37,1987,347,1095,357,4.3203,232800
37,1756,345,836,335,4.375,218200
36,1999,390,887,379,3.8162,221900
36,1742,340,857,341,4.6875,218200
37,1694,280,776,271,6.2187,257900
36,1252,209,558,214,3.9722,235600
36,1837,319,810,305,4.3897,235000
36,1680,291,744,280,4.66,244800
35,1034,180,444,177,5.4602,231600
36,2223,370,1039,370,5.7942,257000
36,1993,354,884,337,5.587,244900
16,3985,567,1327,564,7.9767,500001
15,9103,1847,3333,1712,5.1508,367300
24,1608,314,592,314,5.0926,390500
15,2569,812,785,477,5.4011,346400
43,1222,303,565,309,4.8482,500001
32,1258,333,645,334,5.0476,500001
46,40,10,14,7,1.125,225000
26,4230,823,2789,793,2.5179,104000
7,4915,885,2833,874,4.3229,130000
27,3019,501,1580,523,3.7804,113500
17,2479,390,1219,363,4.6417,125700
12,5319,875,2439,779,4.6629,131500
33,2189,497,1459,443,2.3958,94500
13,2614,650,1949,537,2.0547,102600
5,6446,1154,3427,1104,3.9936,148500
52,433,69,147,53,3.9583,162500
52,2405,299,970,319,8.7835,444100
47,2344,513,1537,481,3.4777,230600
44,2357,342,891,337,6.3467,352700
52,2948,542,1363,495,4.7098,287900
52,2166,483,1308,467,3.0417,222600
52,1835,330,777,317,3.7159,315400
37,2705,676,1551,608,2.2692,225000
35,1760,447,984,384,3.4167,198200
52,2337,352,981,328,5.8692,490400
25,3420,977,1718,947,3.1033,217900
52,2935,341,975,327,11.706,500001
52,2907,317,956,279,15.0001,500001
52,2787,353,1057,364,10.2317,500001
48,2124,319,785,319,5.2131,359600
49,2057,430,1103,414,4.0556,282600
34,2918,555,1435,568,4.2344,306300
25,4870,1371,3518,1296,3.2307,188400
25,3603,1003,2719,913,2.6981,208000
52,1437,290,980,282,5.3032,245700
36,2433,585,1565,563,3.2344,234900
35,2248,615,1762,622,3,253900
45,1770,423,1410,389,3.0592,212500
43,1050,252,820,244,2.025,215600
25,1526,388,1304,378,3.1892,214700
25,1137,293,800,281,2.4286,233300
23,1190,347,965,327,2.2261,211800
17,5137,1614,4945,1535,2.4599,181600
32,3775,786,2416,792,3.6625,247600
35,1064,203,608,201,4.0938,246900
35,1038,209,598,190,5.9214,254900
34,2103,427,1355,434,4.5795,235300
20,2595,428,1751,479,5.6112,308000
36,1595,383,1105,359,2.4286,205600
25,2655,558,1466,525,3.0529,265800
40,1417,338,1068,331,2.4259,164600
33,1956,478,1472,464,1.9867,166300
31,3281,768,2385,733,2.7308,173800
24,1705,479,2037,459,2.4219,137500
44,932,179,717,180,3.6875,178100
35,708,145,471,153,3.2,197400
33,3099,839,2025,750,3.183,191100
38,2105,348,956,350,4.4125,246000
38,1301,264,877,275,4.625,191300
36,1426,235,698,240,4.8523,267300
34,2863,451,1243,466,6.0723,297200
36,2752,459,1211,452,5.0526,269800
35,1604,280,802,280,5.752,291000
35,1813,313,825,316,5.2485,323800
33,2206,393,973,364,4.675,283000
31,2210,519,1047,472,3.3292,271300
27,580,143,466,133,3.0909,187500
27,6336,1628,4673,1505,2.5893,183700
36,2053,386,1023,394,3,216600
36,1432,265,749,261,3.5772,207400
35,620,122,381,124,3.7917,183900
35,1518,279,857,251,3.6917,197500
34,682,132,491,144,4.6389,173800
29,2666,848,2030,781,2.5432,180900
22,6876,1960,5162,1879,2.9293,170800
40,2344,571,1305,544,3.1923,191900
36,1083,218,557,210,3.0795,218400
25,1768,559,983,488,2.6184,243800
43,1633,355,837,350,3.0405,188000
21,3764,1081,1919,977,2.5057,156300
44,2663,511,1277,462,4.3194,199500
34,2116,427,972,396,4.8516,213600
37,2386,409,1101,399,4.6908,218200
37,2706,462,1331,476,5.0719,220000
37,2143,382,1047,377,4.4423,216000
37,1242,221,565,213,4.1094,215800
45,1734,331,797,293,4.8917,222800
44,1712,314,691,293,4.3594,221300
43,1544,286,701,298,4.1375,226000
42,1493,277,671,267,3.2794,224500
36,2565,458,1155,443,4.6087,224600
36,1665,291,721,294,4.6875,250700
36,1257,205,530,211,5.3701,251400
35,1835,435,774,418,2.7092,256300
43,1471,301,767,311,4.3317,232400
41,1762,314,738,300,4.1687,240700
45,3035,516,1127,527,7.0796,500001
43,3070,668,1240,646,3.7813,461500
47,3330,569,1220,557,7.3672,500001
41,2072,491,742,414,3.9934,500001
34,1943,500,1078,446,1.1296,93800
34,2156,397,1269,388,2.75,96800
32,3670,765,1986,673,3.682,108800
28,718,124,347,121,4.025,102600
29,2370,475,1746,483,3.7464,113500
10,2726,465,1773,459,4.8295,319100
36,1449,235,621,210,6.1824,274100
46,2676,427,1022,395,6.4288,295500
46,1271,236,573,210,4.9312,240200
45,1213,206,529,231,5.6629,234000
48,2539,425,930,364,4.7269,303900
43,1621,365,1015,329,2.92,242200
42,2203,412,1012,377,4.0714,234000
52,3094,519,1309,488,6.4223,310900
49,1962,435,1329,457,3.2898,200000
36,2162,658,1337,590,2.2095,176700
33,2682,716,2050,692,2.4817,169500
9,2099,625,1252,554,3.1875,173100
18,1665,477,1095,390,2.6038,155600
29,3559,1034,1658,965,3.2643,163900
23,5465,1494,2511,1359,3.4531,210900
46,3156,430,1109,423,10.7397,500001
45,1780,289,755,328,4.825,351100
26,3050,825,2153,772,3.1103,214100
42,700,212,662,210,3.0078,191700
42,2562,781,1936,687,2.2214,219000
21,3862,1186,2773,1102,2.7816,188200
40,1931,449,1367,446,2.575,228400
35,2517,662,1883,607,2.5787,223000
32,1880,428,1404,424,3.085,220500
20,2130,654,1870,578,2.3664,192200
30,1692,398,1130,365,2.8672,198500
17,1714,572,1590,568,1.1875,183900
35,3229,616,1879,595,3.9531,268400
42,2205,451,1392,423,4.3646,211400
40,1444,312,881,303,3.1083,220500
36,1938,364,1118,374,3.5833,227300
42,2203,467,1470,488,2.8385,192200
31,4267,1070,3176,1071,3.0212,208200
43,396,91,261,73,2.9044,172900
41,734,190,565,191,2.2813,192000
40,2988,690,2144,667,2.3359,189300
38,1243,310,788,286,2.5852,185100
36,984,275,1024,284,2.125,153500
43,782,207,827,223,3.1538,154300
36,1759,295,837,267,4.6992,251900
34,1736,297,823,292,5.4042,241600
38,1040,202,557,228,4,254700
36,1933,341,958,335,4.4732,266000
35,1500,250,706,250,4.5625,253500
37,1709,333,778,344,3.9036,326600
34,522,138,373,139,3.5481,265000
38,2040,458,1775,445,3.5227,202400
34,2122,517,1578,488,3.1496,191900
19,1793,447,1222,452,2.6862,195800
36,984,183,615,206,4.1786,201500
28,3069,864,1932,835,2.4925,177200
36,1967,316,910,306,4.4948,190600
35,561,104,261,105,4.9375,183800
34,916,162,552,164,4.9107,222000
38,1475,269,827,265,4.7663,191600
36,1814,350,886,347,3.4868,208400
35,1458,261,686,236,3.9038,202700
36,599,125,361,139,5.0395,225800
33,3668,867,2368,845,2.8906,204900
29,2823,737,1723,678,2.7121,165500
32,3088,1024,1981,956,2.2027,192700
32,1788,459,1131,461,3.5278,166100
45,1606,300,735,295,4.6765,198400
20,3638,868,2326,822,3.3304,194600
45,1866,343,919,344,3.5833,200200
37,2259,425,1183,413,5.1805,201600
36,2110,416,1128,403,4.6019,208400
36,1885,391,1049,405,3.55,212800
46,2439,429,944,374,4.2841,312400
35,3008,674,1584,671,3.5465,213200
45,3087,574,1474,567,5.5196,227600
44,1710,333,786,344,4.2917,314700
44,1785,307,779,291,4.3056,228600
44,1619,280,815,284,5.5449,232200
37,1530,290,711,283,5.1795,225400
36,665,114,273,112,3.7321,223700
37,1228,237,572,242,4.325,223900
37,1013,199,493,183,4.7845,231400
36,1749,322,855,319,4.6473,227100
34,1903,343,928,349,5.395,241900
41,1509,325,821,314,4.0893,223000
36,1496,271,743,265,4.4312,226000
36,1026,182,505,176,4.3438,233600
45,2317,448,1057,428,4.375,234800
44,2153,375,947,364,5.0072,236200
36,1245,211,508,221,5.3441,480600
29,2937,524,1132,528,4.6133,500001
20,6678,1797,3625,1599,3.7716,242900
45,1016,172,361,163,7.5,434500
31,3039,739,1199,697,3.7232,500001
52,3697,691,1436,671,4.6852,395200
37,4365,926,1661,868,5.3046,360700
52,2216,526,940,530,4.5469,381000
46,2834,673,1175,670,4.7875,363800
44,1543,463,652,406,4.25,439300
15,2181,361,1057,300,4.625,118100
33,2347,461,1482,374,2.8194,93000
12,1984,614,1071,574,1.2532,102100
48,1379,327,696,304,2.1167,94900
35,2118,374,1108,360,3.4327,100300
33,2815,485,1447,489,4.2679,119600
31,2666,662,1337,602,2.4432,101100
25,1703,342,775,309,4.5455,126500
20,1257,201,551,186,4.6591,247200
6,9882,1892,4892,1621,3.7636,167600
39,2569,426,1282,432,5.0953,207400
49,1678,277,737,287,3.7222,237000
45,3595,619,1686,607,4.73,201000
50,1493,326,1000,323,3.3068,154400
47,3457,622,1700,579,3.5164,226500
52,2687,600,1716,544,2.7201,205700
40,1054,251,1056,276,2.3,146700
34,2384,604,2073,540,2.3062,158000
38,1843,565,1449,524,2.2174,215400
36,2973,807,2846,784,2.6217,156300
30,2598,757,2869,769,2.1377,142300
52,407,160,227,148,1.5156,187500
41,1256,407,855,383,1.9923,500001
17,1896,674,971,652,0.8438,175000
24,10239,2823,4210,2565,3.6997,225000
17,3404,1011,1694,949,2.9511,282300
49,4438,803,1650,741,5.1072,479700
16,3569,821,1505,783,4.9167,251100
52,2742,422,1153,414,8.1124,500001
52,4061,861,2290,790,2.8919,258400
27,4073,1013,2411,933,3.108,231000
38,1745,457,1547,460,2.85,219000
28,4164,1127,2934,1014,2.7483,218800
20,3447,1007,2622,934,2.918,208700
30,1433,397,1110,346,2.3464,191700
24,3988,1098,2909,1034,2.7036,170000
24,2999,786,2937,796,2.9405,217800
52,695,145,523,170,3.665,220400
39,2390,444,1246,422,3.7857,245700
39,1880,367,954,349,3.875,236400
25,5478,1136,3062,1096,3.4118,341100
37,1129,212,509,202,2.6146,243200
45,1569,359,1203,359,2.4612,180500
44,2003,390,1291,392,4.0625,201100
45,1307,283,967,254,2.75,178300
44,1715,460,1740,423,2.7019,153300
42,1384,458,1825,455,1.4178,145500
40,1912,502,2077,500,2.6,180600
42,1007,277,1060,268,3.0179,153700
36,702,210,834,216,2.25,162500
36,1407,385,1763,350,2.6364,150000
31,2064,612,2461,573,2.0524,160800
29,1846,530,2576,528,2.63,156000
38,590,139,620,132,2.1731,143800
34,2744,541,1333,503,4.0536,277200
44,1812,338,822,314,6.7744,294100
42,1413,228,630,219,6.8564,300000
37,1462,243,600,236,5.2015,302000
36,1942,355,891,348,3.6635,282100
35,2987,601,1561,606,4.0039,226500
31,2841,774,1612,708,2.9205,196600
31,3205,727,1647,664,3.3681,223900
31,3731,853,2313,801,3.2237,218200
37,932,171,578,175,4.375,177600
36,1096,204,569,201,4.475,182300
34,1766,410,974,404,3.0703,180800
32,1981,472,1371,431,3.1204,204200
39,1379,282,883,291,3.3375,180100
26,2145,471,1150,429,3.5972,225800
39,1744,339,1048,330,4.5735,195500
37,1159,238,740,243,4.9107,179600
33,1250,276,866,268,4.1708,175000
24,3305,982,2085,881,2.6641,168200
44,1661,315,985,319,4.3942,219500
44,1607,271,799,283,5.084,214100
21,6618,1773,4396,1649,3.0989,171400
44,1276,234,538,213,4.8667,218300
37,1404,257,652,258,4.2062,195400
36,1774,348,934,333,4.8571,203300
36,1703,325,845,308,5.0106,210800
45,1908,361,890,342,4.575,336000
44,3043,619,1316,607,4.4286,254900
43,2107,439,876,429,3.2024,339400
43,2506,531,1230,543,3.4211,203900
45,1519,263,681,267,4.6452,212500
44,2388,619,1461,592,3.1711,215400
23,2573,688,1478,604,3.4833,209400
44,2101,496,1038,500,3.108,217900
42,1898,488,940,483,3.4107,233300
52,2208,409,791,408,5.8408,500000
49,2792,690,1301,648,3.2917,307400
52,2677,642,1144,624,4.3889,378000
50,914,167,322,165,4.7361,418800
50,2960,761,1179,718,3.5214,398100
44,1633,536,741,513,3.385,408300
37,3242,698,1080,629,3.901,432500
39,1995,634,867,567,4.0795,400000
36,2484,525,792,446,5.1815,500001
29,1671,368,821,337,2.16,56800
36,1338,250,709,250,3.5625,101400
35,1503,309,842,300,2.5278,97700
36,2696,454,1192,452,3.9615,116300
32,1300,234,712,249,3.25,107500
5,12317,2953,6291,2654,3.5732,146900
33,2111,429,1067,397,3.7344,111400
34,2765,515,1422,438,5.4727,238900
52,1786,306,1018,322,4.1518,182100
37,1997,361,1037,363,3.7932,210300
47,1717,314,868,295,3.6094,160700
38,1750,411,1398,409,2.3967,163100
45,2612,664,3117,584,2.3029,148800
42,1521,320,1118,311,3.3125,154900
46,2553,558,1740,492,2.0278,127500
36,930,280,1024,300,1.0846,146400
52,1925,597,2258,594,1.6921,162500
38,2471,529,1661,441,2.2765,146600
20,2410,632,2135,578,1.6887,148600
18,1711,383,1474,415,1.2891,181300
52,275,123,273,111,1.1667,500001
49,806,199,698,172,2.3654,137500
52,403,117,361,105,1.625,187500
45,543,191,454,181,2.3,55000
27,1499,426,755,414,3.875,258300
50,2443,494,947,451,4.7344,314700
34,824,224,430,213,3.6389,215000
30,2763,520,1143,465,4.7298,500001
52,1518,344,725,296,3.4018,204500
49,1789,288,848,311,6.0199,500000
43,1810,427,742,429,3.8529,350000
36,6119,1513,2719,1402,3.8427,319700
52,2375,369,930,351,7.4111,469100
52,1746,330,704,306,3.7895,364800
52,1000,192,363,158,4.2981,352800
52,4325,823,1927,795,3.9485,419100
36,3514,818,2277,828,3.1211,229300
52,2203,430,1238,403,4.4306,225800
27,1935,460,1456,382,2.8062,192800
48,3697,816,2446,787,3.3988,199200
44,1053,251,941,256,3.125,205600
52,1983,344,887,331,3.2875,234400
44,1626,383,1063,334,2.4348,220700
28,3855,922,2517,874,3.505,204300
31,3362,799,1939,754,3.5089,305800
44,647,142,457,143,3.6875,162500
39,1099,263,787,269,3.7794,194600
33,818,195,664,198,2.1944,203300
44,603,207,588,218,2.0536,186400
43,2006,472,1687,463,1.7991,158800
42,2729,725,3004,722,2.3438,154300
37,2344,631,2195,610,2.7022,151900
32,3218,739,2368,730,3.1406,175300
37,1184,290,1320,276,2.3,165600
17,3361,925,3264,914,2.2813,145600
33,1903,469,1882,435,2.4071,170500
32,927,250,970,248,2.1591,181500
33,2418,485,1397,477,3.1083,285500
33,1471,451,2272,482,2.5385,160900
33,1201,340,1482,334,2.4821,150000
35,2753,702,1592,614,2.7875,209000
37,1594,321,1003,323,3.3289,199700
42,1839,346,1034,339,4.9808,212300
34,1745,404,1084,410,3.3411,220500
30,3096,628,1676,587,4.6583,207300
25,1948,433,1128,429,3.7614,255900
40,1335,281,804,282,4.3194,198400
36,1890,400,1232,386,4.375,184200
30,915,234,646,211,2.5208,182800
28,1038,252,912,245,2.5875,161200
38,901,205,760,208,2.9643,147400
35,574,116,610,147,3.3182,133300
35,1590,350,1299,335,4.0313,163200
25,2053,578,1721,507,2.3456,146100
20,2850,737,1855,662,2.809,144600
30,4426,995,4196,921,3.274,148300
24,4232,1092,2688,1035,2.52,146000
29,2690,659,1747,617,3.3713,198200
36,1578,312,827,311,4.8942,194100
34,2403,413,1385,386,4.4934,213800
32,2630,559,1069,491,2.4659,209000
36,1491,259,699,266,4.0781,217300
36,1435,249,606,234,4.1439,212600
30,4071,1067,2144,970,2.7268,218100
37,1508,252,635,241,3.75,221300
29,2448,354,894,349,7.6526,481300
44,1886,399,1167,372,3.1042,219800
5,3700,993,1657,848,3.7826,196300
25,4013,1097,2297,969,3.0453,185900
35,2768,752,1277,651,3.6193,250000
17,1584,435,904,406,2.0875,181300
13,3056,861,1600,824,3.3003,207800
12,4436,1133,2176,1002,3.5812,198600
41,3448,896,1621,838,4.5,339800
39,2428,634,1312,612,2.7212,266300
36,4366,1211,1912,1172,3.5292,361800
27,3043,787,1398,747,3.5528,271100
36,2916,785,1183,749,3.5985,500001
44,1297,307,776,278,2.5875,68900
27,6007,998,2680,882,4.1719,117200
33,2918,494,1365,478,4.8787,127700
9,4303,900,2240,861,3.7807,110900
17,2994,832,1571,695,2.5902,85400
5,7294,1139,3123,930,4.9904,154100
2,11008,1549,4098,1367,6.4865,204400
43,1810,343,988,307,3.8203,176000
44,2195,449,1377,417,3.5887,153500
42,2076,462,1641,436,2.2326,149200
40,1840,358,1218,347,4.25,177900
44,1870,389,1345,391,1.8932,136100
52,1193,228,703,221,3.1741,163800
46,1508,261,674,255,3.5909,155400
52,1576,239,696,249,6.07,261800
44,1284,278,925,261,1.7321,178400
43,1276,226,545,209,4.1518,230700
19,1721,290,571,278,6.6031,500001
17,821,163,229,164,7.3715,263000
41,3039,482,973,446,7.4817,500001
27,1551,254,816,233,8.2435,500001
38,2231,489,940,484,5.4165,435100
48,1091,236,632,234,3.7235,263600
52,1722,448,1122,425,3.1204,224000
50,1568,302,1093,333,3.1442,162100
36,3334,920,2881,800,2.1696,170800
43,1523,378,1338,352,3.2031,144600
41,247,55,925,50,3.5769,135700
25,4284,741,2163,701,6.1509,315100
45,332,70,302,60,3.1895,156300
38,1076,286,1535,323,2.7026,145000
22,2991,791,2486,754,1.5078,181900
11,852,215,806,202,1.3971,134400
45,894,231,925,222,2.6042,145000
41,1377,293,1142,272,3.1724,141600
44,1218,374,1175,342,1.9688,173900
42,814,216,773,208,2.5313,156900
41,1256,391,1511,381,1.7981,166000
35,1734,493,2053,508,2.1442,149200
34,1474,511,1962,501,1.8715,139600
40,1552,419,1919,427,2.2596,137500
37,690,261,952,255,1.6354,158900
36,931,246,732,235,1.7679,142800
37,1341,336,1233,306,3.6583,150500
33,1196,313,1448,320,2.9375,162500
39,1444,447,1890,416,2.1181,176600
32,1347,434,1756,438,1.9464,190600
31,1363,428,1897,364,2.3929,191100
30,2419,715,3208,719,2.1743,176000
13,221,63,286,64,1.9063,175000
32,2210,456,1270,484,4.7708,178600
